world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp
402-501,Victoria University of Wellington,03-May,,13.4,0,0,9,20.6,15.4
402-501,Vienna University of Technology,05-Jul,,0,0,0,12.9,27.4,13.9
402-501,Yamaguchi University,20-31,,0,0,16.2,2.1,20.8,15.1
402-501,York University,19-22,,0,0,0,8.2,30.6,11.9
1,Harvard University,1,100,100,100,100,100,100,69.2
2,"University of California, Berkeley",2,72.4,67.6,79.3,69,70.9,70.6,54.2
3,Stanford University,3,72.1,40.2,78.4,87.6,68.4,69.7,50.1
4,Massachusetts Institute of Technology (MIT),4,71.4,70.5,80.3,66.8,70.1,61.4,64.5
5,University of Cambridge,1,69.6,88.5,92.6,53.9,54.3,65.7,53.1
6,California Institute of Technology,5,64.4,50.3,68.8,56.7,64.8,46.9,100
7,Princeton University,6,60.8,56.4,84.8,61.1,43.3,44.3,65.5
8,Columbia University,7,60.4,70.7,67.4,56.2,47.6,69.9,32.1
9,University of Chicago,8,57.3,65.5,83.9,50.9,39.8,50.5,40
10,University of Oxford,2,56.4,56.2,57.6,48.8,49.8,68.5,41.1
11,Yale University,9,54.6,48.6,44.9,58.5,56.3,62,37
12,Cornell University,10,52.6,42.3,51.1,54.3,49.9,59.5,38.1
13,"University of California, Los Angeles",11,52.2,27.2,42.6,56.9,49.2,75.1,31.2
14,"University of California, San Diego",12,50,15.1,35.8,60.2,54.6,65.1,37.9
15,University of Pennsylvania,13,49,32.9,34.3,57.1,46.9,68.6,28.5
16,University of Washington,14,48.7,24.4,31.7,53.9,51.6,72.5,28.1
17,University of Wisconsin - Madison,15,46.4,36.5,35.4,51.9,40.2,66.1,25.7
18,The Johns Hopkins University,16,46,43.6,32.1,42,49.4,64,27.2
18,"University of California, San Francisco",17,46,0,40.1,53.4,51.8,60.7,33.6
20,The University of Tokyo,1,45.9,33.3,14.1,42,52,80.4,34.5
21,University College London,3,44.4,32.9,32.1,39.4,44.6,67,31.6
22,University of Michigan - Ann Arbor,18,44.2,36.5,0,59.8,43.4,79.8,26.3
23,Swiss Federal Institute of Technology Zurich,1,43.4,34.1,36.1,36.3,43.6,53.6,47.1
24,Kyoto University,2,43.1,33.7,34.7,38.1,36,67.6,31
25,University of Illinois at Urbana-Champaign,19,42.6,35.4,36.5,42.6,37.1,58.6,27.8
26,"The Imperial College of Science, Technology and Medicine",4,41.9,17.7,37.2,41.4,36.9,62.3,33
27,University of Toronto,1,41.8,23.8,19.2,38.8,38.3,80.3,27.9
28,"University of Minnesota, Twin Cities",20,40.6,30.6,16.2,50.4,36.1,66.6,23.9
29,Northwestern University,21,38.4,18.5,18.9,48.3,35.9,59.7,28.4
30,Washington University in St. Louis,22,38.1,21.3,25.9,38.8,41,54.8,26.7
31,New York University,23,37.8,32.4,24.4,40.7,36.2,54.4,22.4
32,"University of California, Santa Barbara",24,37.1,16,35.1,42,33.3,42.6,37.3
32,University of Colorado at Boulder,24,37.1,14.1,30.7,38.8,41.7,44.7,33.5
34,Rockefeller University,26,36.7,19.2,58.4,28.8,42.3,21,35.6
35,Duke University,27,35.3,17.7,0,45.8,42.2,62,24.4
36,University of British Columbia,2,34.7,17.7,18.9,32.2,30.8,65.7,23.7
36,"University of Maryland, College Park",28,34.7,22,19.9,41.4,29,53.6,26.2
38,The University of Texas at Austin,29,34.5,18.5,16.6,46.1,28.4,54.4,24.7
39,Pierre and Marie  Curie University - Paris 6,1,34.2,34.8,23.5,24.9,28.8,59.9,21.9
40,University of Copenhagen,1,33.4,26.1,24.1,26,26,56.4,32.3
41,University of North Carolina at Chapel Hill,30,33.3,10.7,16.2,39.4,27.7,60.6,23.9
42,Karolinska Institute,1,33.2,26.1,27.2,31.4,20.5,49.9,38.1
43,Pennsylvania State University - University Park,31,32.6,11.9,0,46.6,37.4,56.1,23.2
44,The University of Manchester,5,32.4,23.2,18.9,27.9,28,59.1,23.1
45,University of Paris Sud (Paris 11),2,32.3,31.7,46,12.5,20.8,49.9,23.6
46,"University of California, Davis",32,32,0,0,47.2,31.7,63,26
46,"University of California, Irvine",32,32,0,29.3,36.7,26.3,49.3,26.9
46,University of Southern California,32,32,0,26.7,38.8,26.3,53.1,20
49,The University of Texas Southwestern Medical Center at Dallas,35,31.8,20.6,33.1,30.5,29.9,38.4,23.5
50,Utrecht University,1,31.7,26.1,20.9,27.9,30.4,48.2,26.1
51,University of Zurich,2,31.2,10.7,26.7,26.4,28.7,50.6,27
52,University of Munich,1,31.1,31.5,22.8,16.1,26.3,54.5,30.7
53,Vanderbilt University,36,31,17.7,29.5,31.4,20.2,50.8,19.1
54,"Rutgers, The State University of New Jersey",37,30.9,13.1,19.9,40.1,27.9,43.7,23.2
54,The University of Edinburgh,6,30.9,19.2,16.6,26,34.2,51.3,23.9
56,Technical University Munich,2,30.7,39.2,23.5,24.9,19.5,46.5,29.2
56,University of Pittsburgh,38,30.7,21.3,0,42,23.4,63.1,19
58,Carnegie Mellon University,39,30.2,32.9,32.7,30.5,15.2,34.2,34.3
59,The Australian National University,1,29.6,15.1,12.6,36,27.8,43.8,31.1
59,The Ohio State University - Columbus,40,29.6,15.1,0,41.7,22.8,62,19.1
61,McGill University,3,29.5,31.1,0,32.2,22.9,59.6,25.3
62,University of Melbourne,2,29.3,19.9,14.1,22.8,18.7,63.1,27
63,King's College London,7,29.1,14.1,23,31.4,16.7,50.7,25
63,University of Heidelberg,3,29.1,16.9,27,17.6,23,50.6,28.6
65,Brown University,41,29,16,13.6,31.4,29.6,41.9,32.1
66,University of Bristol,8,28.9,9.2,17.8,28.8,29.1,47.3,25.1
66,Uppsala University,2,28.9,22,32.1,14.4,19.9,49.5,26.6
68,University of Florida,42,28.8,19.2,0,36.7,20.6,63.9,17.5
69,Purdue University - West Lafayette,43,28.6,16,16.6,29.7,22.4,51.8,20.6
70,Leiden University,2,28.4,21.3,15.4,27.9,19.9,47.8,32.4
71,Ecole Normale Superieure - Paris,3,28.3,50.8,24.4,12.5,18.7,27.9,56.7
72,The Hebrew University of Jerusalem,1,28.1,31.5,19.9,24.9,20.8,41.6,26.5
72,University of Helsinki,1,28.1,16,17.8,22.8,20.6,52.7,28.2
74,Moscow State University,1,27.9,46.8,34.1,0,9.6,52.4,31.2
75,Osaka University,3,27.7,10.7,0,26.9,27.9,60.2,27.8
75,University of Oslo,1,27.7,22,33.3,17.6,13.5,46.6,24.3
77,Boston University,44,27.3,13.1,11.5,29.7,24.7,50,19.3
78,University of Arizona,45,26.8,0,0,29.7,37.5,52.1,21.6
79,Stockholm University,3,26.4,25,29.5,16.1,20.4,37.5,24.2
79,Nagoya University,4,26.4,24.4,14.1,16.1,24.3,48.1,26.1
81,Arizona State University - Tempe,46,26.1,0,19.9,24.9,26.9,44.3,21.1
82,University of Rochester,47,25.8,0,11.5,30.5,27,46.6,19.2
82,University of Utah,47,25.8,28.2,8.9,26.9,20.6,43.3,21.9
84,Tohoku University,5,25.7,16,0,21.6,20.8,60.3,27.4
84,University of Nottingham,9,25.7,13.1,19.9,23.9,16.1,47.6,20.9
86,Michigan State University,49,25.5,10.7,0,37.4,19.1,52.4,18.7
86,University of Basel,3,25.5,22,17,22.8,19.4,36.2,34.5
88,McMaster University,4,25.2,14.1,18.9,22.8,14.8,47.3,22.8
88,The University of Sheffield,10,25.2,19.9,14.1,21,21.3,44.3,22.6
90,Ghent University,1,25.1,7.5,15.4,17.6,15.1,54.4,30.4
90,Indiana University Bloomington,50,25.1,11.9,22.7,24.9,18.5,39.9,19.6
92,University of Sydney,3,25,16.9,0,20.4,18.4,61.4,25.1
93,University of Bonn,4,24.9,16.9,19.9,14.4,23.3,42.5,24.3
93,University of Goettingen,4,24.9,32.9,19.9,14.4,17.2,40.7,24.3
95,Texas A&M University - College Station,51,24.8,0,0,34.5,21,54,21
96,University of Virginia,52,24.5,0,0,34.5,26.8,47.5,19.5
97,Case Western Reserve University,53,24.3,34.5,11.5,21.6,14.3,41.9,22.7
98,Aarhus University,2,24.2,13.1,18.9,7.2,23.5,48.4,25.4
99,Rice University,54,24,18.5,21.8,21.6,18.8,30.2,29.6
99,University of Birmingham,11,24,21.3,10.9,21.6,16.2,46.4,20.7
101-150,Baylor College of Medicine,55-69,,0,0,19,32.1,41,20
101-150,Catholic University of Leuven,02-Apr,,0,0,21.6,15,53.8,25.5
101-150,Catholic University of Louvain,02-Apr,,11.9,13.6,17.6,13.8,41.9,28.3
101-150,Emory University,55-69,,0,0,30.5,24.1,50.5,18.1
101-150,Georgia Institute of Technology,55-69,,14.1,0,26,23.8,45.2,27.1
101-150,Lund University,4,,25,0,24.9,17,50.1,21.8
101-150,Mayo Medical School,55-69,,0,0,24.9,16.1,48,24.7
101-150,National Taiwan University,1,,13.1,0,16.1,11.6,59.6,19.7
101-150,National University of Singapore,1,,0,0,10.2,14.6,59.1,27
101-150,North Carolina State University - Raleigh,55-69,,0,0,27.9,15.9,42.9,19.2
101-150,Oregon State University,55-69,,13.1,0,26.9,24.7,36.5,23.8
101-150,Seoul National University,1,,0,0,7.2,13.1,66.5,20.3
101-150,Swiss Federal Institute of Technology of Lausanne,04-May,,0,0,23.9,20.1,40.4,34
101-150,Technion-Israel Institute of Technology,02-Apr,,16,23,16.1,14,36.9,21.7
101-150,Tel Aviv University,02-Apr,,0,0,23.9,15.9,50.9,25.5
101-150,The University of Georgia,55-69,,0,0,26.9,19.8,44.2,18.5
101-150,The University of Queensland,04-May,,14.1,0,12.5,24,57.3,25.9
101-150,The University of Western Australia,04-May,,15.1,14.1,21.6,13.1,42.6,26.4
101-150,Tokyo Institute of Technology,6,,14.1,0,21.6,22.8,44.4,29.5
101-150,Tufts University,55-69,,16,16.6,22.8,13,37.4,25.9
101-150,University Libre Bruxelles,02-Apr,,18.5,18.9,12.5,13.1,32,25.6
101-150,University of Alberta,05-Jun,,13.1,0,20.4,21.3,56.9,21.8
101-150,University of Amsterdam,03-Jun,,7.5,0,19,20.9,51.9,26.3
101-150,"University of California, Riverside",55-69,,14.1,0,27.9,26.6,34.4,27.9
101-150,"University of California, Santa Cruz",55-69,,0,0,27.9,32,30.8,31.7
101-150,University of Frankfurt,06-Oct,,34.1,8.9,19,16.6,39.6,23.4
101-150,University of Freiburg,06-Oct,,21.3,20.9,16.1,18,37.4,22.5
101-150,University of Geneva,04-May,,25,0,20.4,24.9,37.2,24.5
101-150,University of Groningen,03-Jun,,0,19.9,17.6,16.3,46.2,26.7
101-150,University of Hawaii at Manoa,55-69,,0,0,26,27.9,37.6,18.8
101-150,University of Iowa,55-69,,0,0,33,23.6,46.7,19.2
101-150,University of Leeds,Dec-14,,19.2,0,14.4,22.8,44,19.3
101-150,University of Liverpool,Dec-14,,19.9,15.4,12.5,17.6,40.3,20.1
101-150,University of Massachusetts Amherst,55-69,,15.1,0,33,17.5,36,22.3
101-150,University of Massachusetts Medical School - Worcester,55-69,,0,19.9,14.4,26.7,28.2,21.2
101-150,University of Miami,55-69,,0,0,23.9,20.7,43.2,16.2
101-150,University of Milan,01-Mar,,19.2,0,19,13.2,48.6,19.4
101-150,University of Montreal,05-Jun,,13.1,0,14.4,18,53.4,20.8
101-150,University of Muenster,06-Oct,,21.3,15.4,12.5,15,35.8,20.2
101-150,University of Paris Diderot (Paris 7),04-May,,15.5,13.8,14.4,21.9,42,16.5
101-150,University of Pisa,01-Mar,,16,23.5,16.1,4.1,38.9,18.5
101-150,University of Roma - La Sapienza,01-Mar,,14.1,15.4,10.2,13.7,50.6,14
101-150,University of Sao Paulo,1,,0,0,10.2,13.3,76.3,15.4
101-150,University of Strasbourg,04-May,,25,22.4,17.6,15.9,36.6,19.3
101-150,University of Sussex,Dec-14,,0,22.7,19,15.7,27.1,25.2
101-150,University of Tuebingen,06-Oct,,25,0,14.4,17.4,42,22.2
101-150,University of Wageningen,03-Jun,,0,0,28.8,14.3,39.3,30.3
101-150,University of Wuerzburg,06-Oct,,21.3,8.9,23.3,13.7,35,20.8
101-150,VU University Amsterdam,03-Jun,,0,0,23.9,13.4,51.8,28.2
101-150,Weizmann Institute of Science,02-Apr,,14.1,16.2,23.9,28,29.4,22.2
151-200,Cardiff University,15-19,,0,16.2,7.2,20.3,42.2,17.5
151-200,Colorado State University,70-89,,0,0,27.9,13.8,37.1,20.4
151-200,Dartmouth College,70-89,,20.6,0,22.8,18.1,30.7,22.6
151-200,Delft University of Technology,07-Sep,,13.1,0,7.2,21.5,40.3,21.5
151-200,Erasmus University,07-Sep,,0,15.4,21.6,5.2,33.5,25.6
151-200,Florida State University,70-89,,0,0,20.4,18.4,39.5,19
151-200,George Mason University,70-89,,0,32.1,10.2,7.1,28.5,17.8
151-200,Hokkaido University,07-Sep,,0,0,16.1,16.1,47.7,20.3
151-200,Iowa State University,70-89,,0,0,22.8,13.7,42.9,20.2
151-200,Joseph Fourier University (Grenoble 1),06-Jul,,0,15.4,10.2,19.8,37.9,17.3
151-200,Kyushu University,07-Sep,,0,0,14.4,17.6,49.7,20.7
151-200,Louisiana State University - Baton Rouge,70-89,,0,0,19,16,38,15.3
151-200,Monash University,06-Jul,,0,0,10.2,16.2,52.4,20.7
151-200,Mount Sinai School of Medicine,70-89,,0,0,19,19.3,35.4,17.8
151-200,National Autonomous University of Mexico,1,,14.1,0,7.2,12.7,50.6,23.4
151-200,Oregon Health and Science University,70-89,,0,0,19,19.7,35.4,20.6
151-200,Peking University,01-Feb,,0,0,0,13.5,59,17.1
151-200,Radboud University Nijmegen,07-Sep,,0,0,10.2,19.4,48.5,29.9
151-200,State University of New York at Stony Brook,70-89,,0,0,19,22.8,37.9,18.2
151-200,Technical University of Denmark,3,,7.5,12.6,17.6,13.9,36.5,19.7
151-200,The Chinese University of Hong Kong,1,,0,14.1,14.4,6.1,43.1,21.5
151-200,The University of Alabama at Birmingham,70-89,,0,0,16.1,18.5,42.4,15.3
151-200,The University of Calgary,07-Aug,,0,0,10.2,17,46.2,17.2
151-200,The University of Connecticut - Storrs,70-89,,13.1,0,16.1,13.5,37,17
151-200,The University of Glasgow,15-19,,10.7,0,21.6,15.5,42.8,17.8
151-200,The University of Texas Health Science Center at Houston,70-89,,0,15.4,17.6,16.4,30.4,18.6
151-200,The University of Texas M. D. Anderson Cancer Center,70-89,,0,0,21.6,15.6,42.8,27.5
151-200,Tsinghua University,01-Feb,,11.9,0,0,11.8,57.8,17
151-200,University of Bern,6,,14.1,0,10.2,20.8,39.1,25.4
151-200,University of Buenos Aires,1,,18.5,25.2,0,6.3,37.9,20.9
151-200,University of Delaware,70-89,,11.9,0,22.8,13.3,32.8,18.3
151-200,University of Durham,15-19,,0,0,19,18.6,33.3,20.5
151-200,University of Hamburg,Nov-14,,14.1,0,17.6,16.4,34.3,18.8
151-200,University of Illinois at Chicago,70-89,,0,0,26.9,9.6,46.1,17.6
151-200,University of Kiel,Nov-14,,13.1,15.4,10.2,12.2,32.9,17.8
151-200,University of Koeln,Nov-14,,0,12.6,7.2,20.8,37.9,19.9
151-200,University of Mainz,Nov-14,,0,8.1,17.6,19.6,38.1,20.6
151-200,"University of Maryland, Baltimore",70-89,,0,0,22.8,16.5,38.6,17.8
151-200,University of Nebraska - Lincoln,70-89,,19.9,0,16.1,14.8,33.4,15.9
151-200,University of New South Wales,06-Jul,,0,0,19,11.3,52.2,20.9
151-200,University of Padua,4,,0,0,12.5,18.8,48.8,18.7
151-200,University of Paris Descartes (Paris 5),06-Jul,,13.7,11.9,10.2,16.5,41.1,15.3
151-200,University of Southampton,15-19,,0,0,19,17.9,42.6,18.2
151-200,University of Tennessee - Knoxville,70-89,,11.9,0,21.6,17,39.1,14.8
151-200,University of Tsukuba,07-Sep,,0,19.9,12.5,8.7,39.1,20
151-200,University of Vienna,1,,17.7,0,10.2,19.3,37.3,20.7
151-200,University of Warwick,15-19,,0,0,24.4,14.8,37.5,20.3
151-200,University of Waterloo,07-Aug,,0,0,19,10.3,41.7,21.1
151-200,Virginia Commonwealth University,70-89,,11.9,14.1,17.6,9.9,34.2,14.5
151-200,Virginia Polytechnic Institute and State University,70-89,,13.1,0,21.6,15,40.8,17.4
201-300,Autonomous University of Madrid,01-Apr,,0,0,12.5,14.3,38.6,16.6
201-300,Brandeis University,90-111,,21.3,0,7.2,18.1,19.8,23.9
201-300,Chalmers University of Technology,05-Sep,,0,0,16.1,11.6,28.4,20.6
201-300,Charles University in Prague,1,,13.1,0,0,12.3,43.1,18.5
201-300,City University of New York City College,90-111,,33.7,0,10.2,9.7,18,20.2
201-300,Claude Bernard University Lyon 1,Aug-13,,13.1,0,0,19.7,40.2,14
201-300,Complutense University of Madrid,01-Apr,,16.9,0,0,9,43.3,11.1
201-300,Dalhousie University,Sep-18,,0,0,14.4,15.6,34.5,17.4
201-300,Ecole Polytechnique,Aug-13,,19.2,0,7.2,9.2,28.6,21.2
201-300,Fudan University,03-Jul,,0,0,0,9.2,48.8,17.4
201-300,Industrial Physics and Chemistry Higher Educational Institution - Paris,Aug-13,,9.2,18.9,0,11.1,16.8,29
201-300,Keio University,10,,0,0,10.2,11.8,35.5,16.9
201-300,Korea Advanced Institute of Science and Technology,02-Apr,,0,0,7.2,15.7,40.5,29.7
201-300,Korea University,02-Apr,,0,0,0,7,48.1,19.2
201-300,Lancaster University,20-30,,0,0,17.6,11.9,28.7,19.7
201-300,Laval University,Sep-18,,0,0,16.1,10.6,39,16
201-300,London School of Economics and Political Science,20-30,,16.9,0,16.1,,26,24.8
201-300,Macquarie University,08-Sep,,0,0,16.1,13.2,29.3,22.1
201-300,Medical University of Vienna,02-Mar,,11.9,15.4,7.2,7.9,33,18.4
201-300,Nanjing University,03-Jul,,0,0,0,12.2,45.9,16.9
201-300,National and Kapodistrian University of Athens,1,,0,0,12.5,5.1,42.6,19.5
201-300,National Cheng Kung University,2,,0,0,10.2,2.1,48.4,19.5
201-300,Newcastle University,20-30,,0,0,14.4,17.5,36.8,17.2
201-300,Norwegian University of Science and Technology,02-Mar,,16,0,10.2,15.1,36.7,17.6
201-300,Paul Sabatier University (Toulouse 3),Aug-13,,0,6.3,0,16.9,38.1,12.6
201-300,Polytechnic Institute of Milan,05-Aug,,9.2,15.4,0,7.7,30.4,14.8
201-300,"Queen Mary, U. of London",20-30,,20.6,0,16.1,16.9,27,17.3
201-300,Queen's University,Sep-18,,0,0,16.1,15.3,36.8,20.3
201-300,Queen's University,20-30,,19.9,0,0,14.8,33.3,16.2
201-300,Rensselaer Polytechnic Institute,90-111,,14.1,0,17.6,11.3,25.1,22.8
201-300,Royal Institute of Technology,05-Sep,,0,15.4,0,9.2,36.2,22.3
201-300,RWTH Aachen University,15-23,,5.3,0,7.2,10.3,39.2,18.1
201-300,Shanghai Jiao Tong University,03-Jul,,0,0,0,7.2,58.1,18
201-300,Simon Fraser University,Sep-18,,0,0,14.4,9.2,34.7,18.2
201-300,State University of Campinas,2,,0,0,7.2,7.8,44.3,19.9
201-300,State University of New York at Buffalo,90-111,,0,0,16.1,7.5,39.5,15.1
201-300,Swedish University of Agricultural Sciences,05-Sep,,0,0,12.5,12.1,28.6,22.7
201-300,Technical University of Berlin,15-23,,19.9,0,16.1,7.7,29.4,16.2
201-300,The George Washington University,90-111,,13.1,0,12.5,10.8,32.5,16.2
201-300,The Hong Kong Polytechnic University,02-Apr,,0,0,14.4,1.5,39.6,18.2
201-300,The Hong Kong University of Science and Technology,02-Apr,,0,0,16.1,5.7,32.7,23.6
201-300,The University of Adelaide,08-Sep,,16.9,0,10.2,11.1,37.4,22.7
201-300,The University of Auckland,01-Feb,,15.1,0,10.2,14.4,36.9,18.7
201-300,The University of Hong Kong,02-Apr,,0,0,14.4,10.4,43.9,22
201-300,The University of New Mexico - Albuquerque,90-111,,0,0,12.5,18.3,35.8,15.1
201-300,The University of Reading,20-30,,0,0,14.4,16.3,27.8,18.5
201-300,The University of Texas Health Science Center at San Antonio,90-111,,0,0,22.8,6.9,30,17.7
201-300,Trinity College Dublin,1,,13.1,14.1,7.2,10.5,30.3,16.1
201-300,Umea University,05-Sep,,0,0,14.4,12.8,32.9,17.2
201-300,University of Aberdeen,20-30,,0,0,10.2,15.8,32.9,19.8
201-300,University of Antwerp,05-Jun,,0,0,12.5,11.7,34.4,25.8
201-300,University of Barcelona,01-Apr,,0,0,7.2,14,51.4,15.9
201-300,University of Bergen,02-Mar,,0,0,7.2,15.1,36.9,18.4
201-300,University of Bochum,15-23,,0,0,12.5,12.5,38.9,18.7
201-300,University of Bologna,05-Aug,,0,0,10.2,8.6,48.3,15.8
201-300,University of Cape Town,1,,21.3,0,10.2,14.2,32.8,17.5
201-300,University of Central Florida,90-111,,0,0,18.4,9.5,30.1,16.8
201-300,University of Cincinnati,90-111,,0,0,22.8,10.4,40.2,14.5
201-300,University of Colorado at Denver,90-111,,0,0,17.6,13.6,41.1,16.4
201-300,University of Duesseldorf,15-23,,13.1,0,11.4,12,31.4,16
201-300,University of East Anglia,20-30,,15.1,0,16.1,17.4,28.7,21.1
201-300,University of Erlangen-Nuremberg,15-23,,0,0,14.4,13.3,40.6,19.7
201-300,University of Florence,05-Aug,,0,0,16.1,11.4,39.7,15.8
201-300,University of Gothenburg,05-Sep,,0,15.4,7.2,7.6,39.9,17.1
201-300,University of Guelph,Sep-18,,0,0,16.1,14.7,33.4,19.4
201-300,University of Halle-Wittenberg,15-23,,5.3,8.9,7.2,12.2,28.2,14.4
201-300,University of Houston,90-111,,0,0,20.4,11.1,34.8,19.4
201-300,University of Innsbruck,02-Mar,,0,10.9,7.2,15.1,25.1,23.1
201-300,University of Kansas - Lawrence,90-111,,13.1,0,12.5,12.9,33.1,12.6
201-300,University of Kentucky,90-111,,11.9,0,7.2,12.1,42.3,14.2
201-300,University of Lausanne,7,,0,0,12.5,20.7,32.4,19.9
201-300,University of Leicester,20-30,,0,0,19,18,33,19.9
201-300,University of Leipzig,15-23,,15.1,15.4,0,8.7,35,17.8
201-300,University of Liege,05-Jun,,9.2,0,10.2,12.4,30.6,23
201-300,University of Manitoba,Sep-18,,0,0,16.1,8.5,35.6,15.9
201-300,University of Marburg,15-23,,15.1,0,14.4,14.6,29.9,16.5
201-300,University of Medicine and Dentistry New Jersey,90-111,,0,0,22.8,13.1,32.4,15
201-300,University of Missouri - Columbia,90-111,,10.7,0,7.2,14.3,40.9,14.4
201-300,University of Montpellier 2,Aug-13,,11.9,0,12.5,15.6,32.4,17.5
201-300,University of Notre Dame,90-111,,14.1,0,12.5,13.6,30.3,18
201-300,University of Oregon,90-111,,11.9,0,10.2,20.2,26.4,19
201-300,University of Otago,01-Feb,,0,0,10.2,8.3,34.1,24.4
201-300,University of Ottawa,Sep-18,,0,0,7.2,13.2,41.7,17.8
201-300,University of Saskatchewan,Sep-18,,10.7,0,14.4,6.6,33.8,16.1
201-300,University of Science and Technology of China,03-Jul,,0,0,7.2,12.5,44.5,22.9
201-300,University of South Carolina - Columbia,90-111,,0,0,16.1,11.9,34.9,14.8
201-300,University of South Florida,90-111,,0,0,12.5,9.8,38.4,14.4
201-300,University of St Andrews,20-30,,11.9,0,7.2,21.1,29.8,23.2
201-300,University of Stuttgart,15-23,,20.6,0,10.2,13.6,28.1,15.7
201-300,University of the Mediterranean (Aix-Marseille 2),Aug-13,,0,0,14.4,17.1,27.6,13.1
201-300,University of Turin,05-Aug,,18.5,0,12.5,9.5,39.7,17.6
201-300,University of Valencia,01-Apr,,0,0,7.2,10.1,40.9,13.2
201-300,University of Vermont,90-111,,15.1,0,14.4,8.4,27.9,15.3
201-300,University of Victoria,Sep-18,,0,0,14.4,11.3,31.1,18.7
201-300,University of York,20-30,,0,0,17.6,13,32.7,19.6
201-300,Washington State University - Pullman,90-111,,0,0,20.4,13.6,31.3,16
201-300,Western University,Sep-18,,0,0,8.8,13.5,45.5,18.5
201-300,Yeshiva University,90-111,,0,0,12.5,16.2,34.6,21.1
201-300,Yonsei University,02-Apr,,0,0,7.2,10.6,51.8,18.2
201-300,Zhejiang University,03-Jul,,0,0,0,8.5,61.9,16.2
301-400,Aristotle University of Thessaloniki,2,,0,0,7.2,3.5,37.5,16.8
301-400,Autonomous University of Barcelona,05-Jul,,0,0,0,7.7,42.4,16.2
301-400,Bar-Ilan University,05-Jun,,0,0,12.5,9,28,14
301-400,Ben-Gurion University of the Negev,05-Jun,,0,0,7.2,10.2,35.8,16.6
301-400,Brigham Young University,112-137,,10.7,0,12.5,3.7,26.7,11.8
301-400,City University of Hong Kong,5,,0,0,12.5,0,38.2,22.3
301-400,Clemson University,112-137,,0,0,12.5,6,29.1,14.3
301-400,Technical University Darmstadt,24-33,,16.9,0,7.2,7.9,29.3,14.6
301-400,Dresden University of Technology,24-33,,0,0,7.2,11,37.3,17.3
301-400,Drexel University,112-137,,0,0,7.2,9.6,28.8,14.2
301-400,Eotvos Lorand University,01-Feb,,16.9,0,10.2,9,24.2,13.2
301-400,Federal University of Minas Gerais,03-May,,0,0,7.2,5.8,36.6,16.5
301-400,Federal University of Rio de Janeiro,03-May,,0,0,0,12.3,41.9,19.1
301-400,Flinders University,Oct-13,,16.9,0,7.2,4,24.8,19.6
301-400,Georgetown University,112-137,,0,0,12.5,7.2,33,17.6
